;movieName;Metascore_w;Author;AuthorHref;Date;Summary;InteractionsYesCount;InteractionsTotalCount;InteractionsThumbUp;InteractionsThumbDown;AbsoluteScoreIncrease;RelativeScoreIncrease
6326;deepwater-horizon;9;TVJerry;/user/TVJerry;Oct  4, 2016;"[ ""The focus of this film is not on the environmental damage caused by the titular oil explosion, but on the crew members who fought and died during the disaster. Mark Wahlberg plays one especially heroic worker, but the true star is director Peter Berg (look for him in a cameo when the helicopter lands). He sets up the culture with quick-cut macho exchanges, but his magnificent recreation of the chaos and calamity makes the experience exceptionally gripping. It's a dizzying outburst of devastation. While the film clearly indicts BP as the greedy villain, the epic endeavor to avert, then survive the disaster, is riveting."" ]";1.0;2.0;1.0;1.0;6;3.0
6523;the-birth-of-a-nation;9;TVJerry;/user/TVJerry;Oct 11, 2016;"[ ""For those who don't remember their history, Nat Turner (played with poignant power by Nate Parker) was a slave and preacher in 1800s Virginia, who led the country's largest slave rebellion. This film, which is a masterful first effort by writer/director Nate Parker, doesn't revel in the violence or extreme cruelty. Even though there are appropriately brutal moments, he's chosen to focus on the emotional experiences that led to Turner's transformation. The cinematography is beautiful and the performances are forceful. It takes a bit too long to build momentum, but once it does, the film builds to moving and powerful final image."" ]";0.0;4.0;0.0;4.0;6;3.0
13955;bridge-of-spies;9;TVJerry;/user/TVJerry;Oct 23, 2015;"[ ""In 1957, the US and USSR were in the Cold War that produced paranoia all around. When a Russian spy is captured in Brooklyn, James Donovan (Tom Hanks) is hired to defend him. The case becomes more complicated when he's sent to Berlin to quietly negotiate the release of a captured American U-2 pilot. Unlike what you might expect from Hollywood, there's not one chase scene or shootout, only an intelligently-written narrative of human conflict and determined accomplishment. Steven Spielberg is in straight-ahead storytelling mode with little directorial flourish, but he makes every performance (esp. Hanks) persuasive and every moment compelling. Espionage for grown ups."" ]";2.0;3.0;2.0;1.0;6;3.0
17473;san-andreas;9;TVJerry;/user/TVJerry;Jun  2, 2015;"[ ""America's most famous fault finally gives way…all the way from LA to San Francisco. Dwayne Johnson essentially becomes a super hero, setting out to rescue his wife and daughter from the increasingly intense catastrophe. Starting with the harrowing car wreck that opens the film, the devastation and derring-do get more and more amazing. The obstacles build, while the circumstances escalate with solid action and staggering effects. The human story at the center never gets in the way of the eye-popping destruction. Watching what cleverly-designed complication comes next adds to the fun. Grab your popcorn and hold on! This is the most spectacular disaster flick in years."" ]";1.0;3.0;1.0;2.0;6;3.0
20881;selma;9;TVJerry;/user/TVJerry;Jan 15, 2015;"[ ""The 1965 march from Selma to Montgomery was a turning point in the fight for equal voting rights. This film examines the event from historical and personal perspectives. David Oyelowo remarkably inhabits the role of Martin Luther King, Jr., as he leads the campaign, while facing his own doubts and demons. The performances are universally compelling and director Ava DuVernay has masterfully crafted an authoritative work of cinema. Bradford Young's beautiful, intimate cinematography adds to the film's artistic appeal. Almost every encounter and speech could have been shorter, which would have helped build more dramatic tension, but this remains an important, ambitious historical drama."" ]";5.0;9.0;5.0;4.0;6;3.0
22699;into-the-woods;9;TVJerry;/user/TVJerry;Dec 26, 2014;"[ ""This movie of Stephen Sondheim's musical mashes up the plots and characters from several fairy tales into a wonderfully amusing and dark entertainment (although a little more Disneyfied and less dark than the original). The cast is in great voice, but their performances (and the ability to clearly hear the brilliantly clever lyrics) make it a delight. Meryl Streep brings her authenticity to nuanced and touching brilliance as the Witch and Chris Pine's arrogant prince reveals his comic charms better than \""Horrible Bosses 2\"" does. Director Rob Marshall successfully shortened it. He keeps it grounded in the humor and humanity, without resorting to dazzling cinematic tricks. Lovers of the stage show will be pleased with this spirited and smart adaptation. Note to parents: even though it's not lascivious or violent, this is not a typical fairy tale family film."" ]";4.0;9.0;4.0;5.0;6;3.0
23254;mad-max-fury-road;9;TVJerry;/user/TVJerry;May 19, 2015;"[ ""Director George Miller has returned to the character that made him famous 36 years ago. The landscape is bleaker and the action is more pumped. Tom Hardy & Charlize Theron play rebels who are trying to escape the evil overlords, or at least outrun them, but forget story and dialogue: This is all about spectacular stunts, incredible art direction and furious action. The relentless pace and virtually non-stop clashes are sometimes so hectic that it's hard to figure out what's happening. The thick accents and noisy sound sometime make the dialogue a challenge, but it doesn't really matter. The massive soundtrack by Junkie XL adds another level of intensity. This film is inventive in the extreme and dizzying in it's bravura direction."" ]";10.0;21.0;10.0;11.0;6;3.0
23445;the-theory-of-everything;9;TVJerry;/user/TVJerry;Dec  3, 2014;"[ ""Eddie Redmayne always has a captivating screen presence, characterized by that sparkle in his eye and his expressive mouth. Those traits still reveal themselves in his remarkable portrayal of Stephen Hawking. The film starts when he was a promising Cambridge student, where he meets the woman who became his wife (Felicity Jones, who's also wonderful). Even though he was diagnosed with ALS at age 21, they continued their relationship, as he went on to become the famous physicist. Throughout the dramatic challenges of their life, the screenplay manages to inject humor and hope. Redmayne transforms himself into an Oscar-worthy performance and the film tells Hawking's story with warmth and honor."" ]";0.0;3.0;0.0;3.0;6;3.0
31796;american-hustle;9;TVJerry;/user/TVJerry;Dec 21, 2013;"[ ""It's the late 70s: every man in this movie has ridiculous hair, while the women are glamorous and hot. A con man (Christian Bale) teams with his soul mate (Amy Adams) and they end up forced into a scam with a hothead FBI agent (Bradley Cooper). The transactions are complicated by a mouthy wife (Jennifer Lawrence) and an earnest politician (Jeremy Renner). Despite how complicated it sounds, this film is really about the characters and the brilliant actors who made the bold choices. Every actor has created memorable, enjoyable individuals and their performances are potent (Lawrence is once again a revelation). Co-writer/director David O. Russell has crafted a richly observed, compellingly complex and sometimes funny vehicle for them to hustle."" ]";3.0;5.0;3.0;2.0;6;3.0
32709;jackass-presents-bad-grandpa;9;TVJerry;/user/TVJerry;Oct 27, 2013;"[ ""If you're a Jackass fan you'll have some idea what to expect. Johnny Knoxville disguises himself as 86-year-old Irving Zisman and takes a road trip with his 8-year-old grandson (Jackson Nicholl, who's already an amazingly confident and gifted comic presence). They play out the simple narrative in real places with real people getting involved and reacting to the outrageous things that Zisman does. The laffs are plentiful, as long as you're amused by gross bodily functions, genital humor and irreverent situations. Despite the craziness, Knoxville's talent as an actor adds realism and emotion to this expedition in crazy excess. Think Jackass meets Candid Camera."" ]";0.0;2.0;0.0;2.0;6;3.0
34119;the-hunt;9;TVJerry;/user/TVJerry;Aug 19, 2013;"[ ""Mads Mikkelsen plays a kindergarten teacher who's wrongfully accused of inappropriate action with one of the children. This causes the majority of the small Swedish village to turn viciously against him. This film is stark and bleak (it is, after all Sweden). There's almost no music or manipulative filmmaking by director Thomas Vinterberg (\""Celebration\""). Still, it packs a powerful punch. Obviously, the subject matter adds to the gravity of the film, but Mikkelsen's subtle, sensitive portrayal lends quiet depth and powerful emotion. (subtitles)"" ]";0.0;0.0;0.0;0.0;6;3.0
37244;the-reluctant-fundamentalist;9;TVJerry;/user/TVJerry;Jun 10, 2013;"[ ""A young Pakistani man (Riz Ahmed) comes to college in the US and stays to become a successful financial analyst. Events after 9/11 complicate his allegiance to both countries, while a hostage crisis back home provides the fulcrum between his past and the present political strife. There are some names in the cast (Kate Hudson, Kiefer Sutherland, Liev Schreiber), but it's Ahmed's charisma and complex performance that makes this film so effective. It also helps that an accomplished director (Mira Nair) is at the helm. She has crafted a quietly suspenseful and completely involving political drama."" ]";0.0;0.0;0.0;0.0;6;3.0
